"1030311120010;AIGRE RESERVE;20250211;31960929;;20241130;300101;0;;0;;0;;1"
"1110300090070;AIGRE RESERVE;20250211;H00144I20I;;20250930;300101;0;;0;;0;;2"
"1140;AIGRE RESERVE;20250211;16 GM;;;300101;0;;0;;0;;1"
"1010192812880;AIGRE RESERVE;20250211;1907844;;20211130;300101;0;;0;;0;;1"
"2061000000020;AIGRE RESERVE;20250211;822;;20230505;300101;0;;0;;0;;1"
"1080103651290;AIGRE RESERVE;20250211;C20704SA;;20220328;300101;0;;0;;0;;5"
"1030311130010;AIGRE RESERVE;20250211;31961221;;20241201;300101;0;;0;;0;;1"
"1030311140010;AIGRE RESERVE;20250211;31960921;;20241130;300101;0;;0;;0;;2"
"1010391282100;AIGRE RESERVE;20250211;13PKL011;;20220930;300101;0;;0;;0;;1"
"1030200020000;AIGRE RESERVE;20250211;D510118A;;20230126;300101;0;;0;;0;;1"
"2061000000010;AIGRE RESERVE;20250211;826;;20230630;300101;0;;0;;0;;2"
"1030300011020;AIGRE RESERVE;20250211;32101059;;20260101;300101;0;;0;;0;;1"
"1030311110010;AIGRE RESERVE;20250211;32054875;;20250601;300101;0;;0;;0;;1"
"1030100012690;AIGRE RESERVE;20250211;AV6288C;;20250131;300101;0;;0;;0;;1"
"1100204309740;AIGRE RESERVE;20250211;23090403;;20230831;300101;0;;0;;0;;4"
"1080310612290;AIGRE RESERVE;20250211;C23913S;;20230228;300101;0;;0;;0;;1"
"1070300007610;AIGRE RESERVE;20250211;202011;;20251130;300101;0;;0;;0;;2"
"2061000000010;AIGRE RESERVE;20250211;829;;20230630;300101;0;;0;;0;;2"
"1070104855060;AIGRE RESERVE;20250211;20G390;;20250930;300101;0;;0;;0;;1"
"1010391759360;AIGRE RESERVE;20250211;14pM3312;;20231130;300101;0;;0;;0;;1"
"1070161020250;AIGRE RESERVE;20250211;496;;20250430;300101;0;;0;;0;;1"
"1070161010250;AIGRE RESERVE;20250211;490;;20261130;300101;0;;0;;0;;1"
"1030136035390;AIGRE RESERVE;20250211;41820120;;20240831;300101;0;;0;;0;;1"
"1085;AIGRE RESERVE;20250211;B34001S;;20221128;300101;0;;0;;0;;1"
"1070100012120;AIGRE RESERVE;20250211;496;;20250430;300101;0;;0;;0;;1"
"1010406000180;AIGRE RESERVE;20250211;C0522;;20221230;300101;0;;0;;0;;1"
"1100143033470;AIGRE RESERVE;20250211;070619;;20240531;300101;0;;0;;0;;1"
"1053;AIGRE RESERVE;20250211;1000480685;;;300101;0;;0;;0;;1"
"1140;AIGRE RESERVE;20250211;35 GM;;;300101;0;;0;;0;;1"
"1140;AIGRE RESERVE;20250211;29 GM;;;300101;0;;0;;0;;1"
"1010300643080;AIGRE RESERVE;20250211;G210738;;20230228;300101;0;;0;;0;;3"
"1010491894990;AIGRE RESERVE;20250211;016069/A;;20220828;300101;0;;0;;0;;5"
"1030300011020;AIGRE RESERVE;20250211;32109043;;20260501;300101;0;;0;;0;;4"
"1030300007640;AIGRE RESERVE;20250211;21031468;;20260330;300101;0;;0;;0;;2"
"1080115685440;AIGRE RESERVE;20250211;D14015S;;20230528;300101;0;;0;;0;;1"
"1025;AIGRE RESERVE;20250211;D05111SB;;20221128;300101;0;;0;;0;;2"
"1080100855630;AIGRE RESERVE;20250211;0720;;;300101;0;;0;;0;;1"
"1070104115450;AIGRE RESERVE;20250211;4500001284;;20251231;300101;0;;0;;0;;1"
"1100243039730;AIGRE RESERVE;20250211;06100903;;20230930;300101;0;;0;;0;;1"
"1080119161290;AIGRE RESERVE;20250211;D05614SA;;20221128;300101;0;;0;;0;;15"
"1160544948580;AIGRE RESERVE;20250211;1000483949;;;300101;0;;0;;0;;1"
"1140;AIGRE RESERVE;20250211;33 GM;;;300101;0;;0;;0;;1"
"891;AIGRE RESERVE;20250211;806;;;300101;0;;0;;0;;1"
"1010491894990;AIGRE RESERVE;20250211;016068;;20220828;300101;0;;0;;0;;4"
"1070305017460;AIGRE RESERVE;20250211;4970;;20240227;300101;0;;0;;0;;1"
"1281;AIGRE RESERVE;20250211;2021/6901;;;300101;0;;0;;0;;1"
"1025;AIGRE RESERVE;20250211;D05813SA;;20271228;300101;0;;0;;0;;3"
"1030311110010;AIGRE RESERVE;20250211;32053763;;20250501;300101;0;;0;;0;;3"
"1010392810290;AIGRE RESERVE;20250211;4303811;;20221031;300101;0;;0;;0;;1"
"1070321377030;AIGRE RESERVE;20250211;19031003;;20250430;300101;0;;0;;0;;1"
"1010390072390;AIGRE RESERVE;20250211;HY404;;20220331;300101;0;;0;;0;;1"
"1085;AIGRE RESERVE;20250211;C13218S;;20280428;300101;0;;0;;0;;1"
"1016;AIGRE RESERVE;20250211;sr231228;;;300101;0;;0;;0;;1"
